영화제목,유통회사명,개봉년도,개봉월,총스크린수,관람객수,장르,등급,네이버_평점,씨네21_평점,평균평점,장르2,등급_le,관람객수_le,계절_le,계절,관객수_등급,장르_le
페르시아어 수업,(주)영화사 진진,2022,12,40.0,11.0,드라마,15세이상관람가,8.23,6.33,7.28,2,1,10,3,4,1,2
희수,영화사 정원,2022,12,5.0,11.0,드라마,12세이상관람가,8.29,7.0,7.645,2,0,10,3,4,1,2
스마일 어게인,(주)투케이에스픽처스,2023,4,1.0,8.0,액션,15세이상관람가,5.82,5.837804878048781,5.82890243902439,1,1,7,0,1,1,1
어메이징 모리스,(주)블루라벨픽쳐스,2023,2,559.0,8.0,애니메이션,전체관람가,7.91,5.5,6.705,0,2,7,3,4,1,0
미녀와 야수: 마법에 걸린 왕자,"(주)인터파크,예지림엔터테인먼트,(주)띵크",2023,2,217.0,6.0,애니메이션,전체관람가,7.15,5.6765384615384615,6.413269230769231,0,2,5,3,4,1,0
"오늘 밤, 세계에서 이 사랑이 사라진다 해도","(주)바이포엠스튜디오,홀리가든",2022,11,258.0,5.0,멜로/로맨스,12세이상관람가,7.94,5.33,6.635,3,0,4,2,3,1,3
여기도 사람 있어요,김충길 필름,2023,3,2.0,1.0,드라마,12세이상관람가,7.75,6.230652173913044,6.990326086956522,2,0,0,0,1,1,2
"열여덟, 어른이 되는 나이",필름다빈,2023,1,34.0,1.0,드라마,12세이상관람가,7.0,5.33,6.165,2,0,0,3,4,1,2
가디언즈 오브 갤럭시: Volume 3,월트디즈니컴퍼니코리아 유한책임회사,2023,5,63.0,144915.15625,액션,12세이상관람가,9.35,7.4,8.375,1,0,1953,0,1,3,1
분노의 질주: 라이드 오어 다이,유니버설픽쳐스인터내셔널 코리아(유),2023,5,63.0,144915.15625,액션,15세이상관람가,7.78,5.5,6.640000000000001,1,1,1953,0,1,3,1
슈퍼 마리오 브라더스,유니버설픽쳐스인터내셔널 코리아(유),2023,4,63.0,70701.390625,애니메이션,전체관람가,8.35,6.0,7.175,0,2,1888,0,1,3,0
범죄도시3,"주식회사 에이비오엔터테인먼트,플러스엠 엔터테인먼트",2023,5,63.0,45478.93359375,범죄,15세이상관람가,7.65,5.5,6.575,4,1,1848,0,1,3,4
극장판 짱구는 못말려: 동물소환 닌자 배꼽수비대,(주)씨제이이엔엠,2023,5,844.0,40219.9296875,애니메이션,전체관람가,8.3,5.0,6.65,0,2,1822,0,1,3,0
드림,플러스엠 엔터테인먼트,2023,4,63.0,62.79999923706055,코미디,12세이상관람가,6.79,5.2,5.995,6,0,64,0,1,1,6
인어공주,월트디즈니컴퍼니코리아 유한책임회사,2023,5,63.0,3406.800048828125,뮤지컬,전체관람가,9.14,7.31,8.225,17,2,1243,0,1,2,17
스즈메의 문단속,(주)쇼박스,2023,3,63.0,17394.171875,애니메이션,12세이상관람가,8.45,7.6,8.024999999999999,0,0,1683,0,1,3,0
존 윅 4,(주)레드아이스 엔터테인먼트,2023,4,63.0,269801.28125,액션,청소년관람불가,8.31,7.5,7.905,1,3,1998,0,1,3,1
문재인입니다,유한회사 엠프로젝트,2023,5,602.0,1234.7940673828125,다큐멘터리,12세이상관람가,8.6,6.0,7.3,8,0,939,0,1,2,8
옥수역귀신,(주)스마일이엔티,2023,4,314.0,21902.400390625,공포(호러),15세이상관람가,6.71,4.75,5.73,5,1,1735,0,1,3,5
더 퍼스트 슬램덩크,(주)넥스트엔터테인먼트월드(NEW),2023,1,63.0,90301.8671875,애니메이션,12세이상관람가,9.25,7.67,8.46,0,0,1911,3,4,3,0
남은 인생 10년,(주)디스테이션,2023,5,201.0,7479.2353515625,멜로/로맨스,12세이상관람가,7.72,6.0,6.859999999999999,3,0,1477,0,1,3,3
슬픔의 삼각형,"그린나래미디어(주),(주)플레이그램,메가박스중앙(주)",2023,5,294.0,7248.1904296875,코미디,15세이상관람가,7.71,7.17,7.4399999999999995,6,1,1465,0,1,3,6
리바운드,(주)바른손이앤에이,2023,4,63.0,8813.1640625,드라마,12세이상관람가,8.31,6.8,7.555,2,0,1537,0,1,3,2
롱디,(주)넥스트엔터테인먼트월드(NEW),2023,5,262.0,7479.2353515625,멜로/로맨스,12세이상관람가,9.03,5.0,7.015,3,0,1477,0,1,3,3
메리 마이 데드 바디,"주식회사 원더스튜디오,(주)리안컨텐츠",2023,5,103.0,7248.1904296875,코미디,12세이상관람가,8.45,5.0,6.725,6,0,1465,0,1,3,6
스트리머,"TCO(주)더콘텐츠온,(주)블루라벨픽쳐스",2023,5,181.0,8387.0,공포(호러),15세이상관람가,6.55,3.33,4.9399999999999995,5,1,1519,0,1,3,5
킬링 로맨스,롯데컬처웍스(주)롯데엔터테인먼트,2023,4,998.0,62.79999923706055,코미디,15세이상관람가,7.63,5.0,6.3149999999999995,6,1,64,0,1,1,6
엑소시스트: 더 바티칸,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2023,5,134.0,8387.0,공포(호러),15세이상관람가,6.0,5.0,5.5,5,1,1519,0,1,3,5
나는 여기에 있다,와이드 릴리즈(주),2023,4,122.0,11991.0,범죄,15세이상관람가,5.84,2.0,3.92,4,1,1603,0,1,3,4
유랑지구2,(주)박수엔터테인먼트,2023,5,138.0,4763.0,SF,12세이상관람가,5.8,4.67,5.234999999999999,13,0,1362,0,1,3,13
"뮤지컬 공연실황, 알쏭달쏭 캐치! 티니핑 <신비한 상자를 열어라!>","씨제이 씨지브이(CJ CGV)(주),CGV ICECON",2023,5,64.0,1225.0,공연,전체관람가,3.5564705882352943,6.335,4.945735294117647,14,2,936,0,1,2,14
거울 속 외딴 성,워터홀컴퍼니(주),2023,4,335.0,70701.390625,애니메이션,12세이상관람가,8.53,6.2,7.365,0,0,1888,0,1,3,0
클로즈,"찬란,(주)하이스트레인저",2023,5,51.0,5190.17041015625,드라마,12세이상관람가,7.743185840707965,7.44,7.591592920353983,2,0,1386,0,1,3,2
토리와 로키타,(주)영화사 진진,2023,5,48.0,5190.17041015625,드라마,15세이상관람가,7.87,7.11,7.49,2,1,1386,0,1,3,2
사슴의 왕,트윈플러스파트너스(주),2023,5,119.0,40219.9296875,애니메이션,12세이상관람가,7.32,6.0,6.66,0,0,1822,0,1,3,0
무명,(주)콘텐츠판다,2023,4,201.0,46486.28515625,스릴러,15세이상관람가,7.67,6.0,6.835,7,1,1853,0,1,3,7
렌필드,유니버설픽쳐스인터내셔널 코리아(유),2023,4,577.0,62.79999923706055,코미디,청소년관람불가,7.35,6.0,6.675,6,3,64,0,1,1,6
스프린터,스튜디오 에이드,2023,5,48.0,503.0,기타,12세이상관람가,8.19,6.75,7.47,16,0,500,0,1,2,16
항구의 니쿠코짱!,트윈플러스파트너스(주),2023,4,123.0,70701.390625,애니메이션,전체관람가,8.0,6.5,7.25,0,2,1888,0,1,3,0
빅트립2: 아기곰 배달 대작전,와이드 릴리즈(주),2023,5,128.0,40219.9296875,애니메이션,전체관람가,6.83,6.11309090909091,6.4715454545454545,0,2,1822,0,1,3,0
치치핑핑의 쿵쿵따 탐험대,(주)에픽캔,2023,4,4.0,2109.041748046875,공연,전체관람가,6.092499999999999,6.1175,6.1049999999999995,14,2,1099,0,1,2,14
거신: 바람의 아이,트윈플러스파트너스(주),2023,5,77.0,40219.9296875,애니메이션,전체관람가,4.57,5.0,4.785,0,2,1822,0,1,3,0
라이드 온,"(주)넥스트엔터테인먼트월드(NEW),(주)콘텐츠판다",2023,5,100.0,144915.15625,액션,12세이상관람가,8.0,5.5,6.75,1,0,1953,0,1,3,1
울지마 엄마,주식회사 원더스튜디오,2023,5,99.0,1234.7940673828125,다큐멘터리,전체관람가,9.16,5.5,7.33,8,2,939,0,1,2,8
리턴 투 서울,(주)엣나인필름,2023,5,59.0,5190.17041015625,드라마,15세이상관람가,7.28,7.0,7.140000000000001,2,1,1386,0,1,3,2
칠중주: 홍콩 이야기,(주)콘텐츠판다,2023,5,70.0,5190.17041015625,드라마,12세이상관람가,8.2,6.25,7.225,2,0,1386,0,1,3,2
라이스보이 슬립스,판씨네마(주),2023,4,250.0,155.0,가족,15세이상관람가,8.28,6.25,7.265,11,1,161,0,1,1,11
파벨만스,(주)씨제이이엔엠,2023,3,450.0,14473.5244140625,드라마,12세이상관람가,8.81,8.88,8.845,2,0,1643,0,1,3,2
극장판 리틀 슈퍼맨 샘샘,"와이드 릴리즈(주),(주)제이앤씨미디어그룹",2023,5,110.0,40219.9296875,애니메이션,전체관람가,9.29,6.0,7.645,0,2,1822,0,1,3,0
치킨래빗: 잃어버린 보물을 찾아서,(주)스튜디오디에이치엘,2023,3,234.0,17394.171875,애니메이션,전체관람가,7.82,6.0,6.91,0,2,1683,0,1,3,0
드림팰리스,㈜인디스토리,2023,5,71.0,5190.17041015625,드라마,12세이상관람가,8.26,6.5,7.38,2,0,1386,0,1,3,2
자전거 도둑,일미디어,2023,4,32.0,8813.1640625,드라마,12세이상관람가,7.637666666666667,10.0,8.818833333333334,2,0,1537,0,1,3,2
말없는 소녀,주식회사 슈아픽처스,2023,5,45.0,5190.17041015625,드라마,전체관람가,8.36,7.0,7.68,2,2,1386,0,1,3,2
영웅,(주)씨제이이엔엠,2022,12,63.0,686.6063232421875,드라마,12세이상관람가,8.4,6.91,7.655,2,0,645,3,4,2,2
아임 히어로 더 파이널,"씨제이포디플렉스 주식회사,CGV ICECON",2023,3,146.0,3687.533447265625,공연,전체관람가,9.84,10.0,9.92,14,2,1269,0,1,2,14
말이야 바른 말이지,서울독립영화제,2023,5,34.0,7248.1904296875,코미디,전체관람가,7.25,6.0,6.625,6,2,1465,0,1,3,6
이니셰린의 밴시,월트디즈니컴퍼니코리아 유한책임회사,2023,3,135.0,14473.5244140625,드라마,15세이상관람가,8.3,8.1,8.2,2,1,1643,0,1,3,2
다음 소희,트윈플러스파트너스(주),2023,2,562.0,9822.9453125,드라마,15세이상관람가,8.72,6.5,7.61,2,1,1557,3,4,3,2
카일리 블루스,찬란,2023,5,20.0,5190.17041015625,드라마,12세이상관람가,7.93,7.33,7.63,2,0,1386,0,1,3,2
로보카폴리 안전교실 교통편,(주)로이비쥬얼,2022,9,16.0,15955.3486328125,애니메이션,전체관람가,8.113118279569893,5.805714285714285,6.9594162826420884,0,2,1667,2,3,3,0
바람개비,(주)디스테이션,2023,5,36.0,144915.15625,액션,청소년관람불가,3.18,3.0,3.09,1,3,1953,0,1,3,1
줄리아의 인생극장,해피송,2023,5,24.0,5190.17041015625,드라마,12세이상관람가,8.0,5.0,6.5,2,0,1386,0,1,3,2
오디션,와이드 릴리즈(주),2023,4,122.0,21902.400390625,공포(호러),청소년관람불가,6.33,7.0,6.665,5,3,1735,0,1,3,5
에브리씽 에브리웨어 올 앳 원스+,워터홀컴퍼니(주),2023,3,199.0,26405.654296875,액션,15세이상관람가,8.91,8.43,8.67,1,1,1761,0,1,3,1
웅남이,씨제이 씨지브이(CJ CGV)(주),2023,3,829.0,732.5454711914062,코미디,15세이상관람가,7.63,3.33,5.48,6,1,683,0,1,2,6
내 아내 이야기,(주)영화사 안다미로,2023,5,24.0,7479.2353515625,멜로/로맨스,청소년관람불가,6.62,5.0,5.8100000000000005,3,3,1477,0,1,3,3
에어,워너브러더스 코리아(주),2023,4,656.0,944.0,드라마,15세이상관람가,8.72,5.33,7.025,2,1,835,0,1,2,2
탄생,"씨제이 씨지브이(CJ CGV)(주),(주)레드아이스 엔터테인먼트",2022,11,670.0,944.0,드라마,12세이상관람가,8.15,6.56,7.355,2,0,835,2,3,2,2
피기,해피송,2023,4,69.0,861.0,스릴러,15세이상관람가,6.1325,5.0,5.56625,7,1,775,0,1,2,7
플레이 뮤지컬 핑크퐁과 아기상어의 생일파티 대소동,씨제이 씨지브이(CJ CGV)(주),2023,5,27.0,825.0,공연,전체관람가,0.0,6.335,3.1675,14,2,750,0,1,2,14
아머드 사우루스: 기계공룡제국의 침략,트윈플러스파트너스(주),2023,4,236.0,756.0,애니메이션,전체관람가,9.04,5.0,7.02,0,2,701,0,1,2,0
애프터썬,"그린나래미디어(주),(주)영화사 안다미로",2023,2,64.0,703.0,드라마,12세이상관람가,8.5,8.5,8.5,2,0,659,3,4,2,2
바깥 나라의 소녀,(주)미디어캐슬,2023,5,6.0,686.0,애니메이션,12세이상관람가,7.72,7.0,7.359999999999999,0,0,644,0,1,2,0
오글리스: 웰컴 투 냄새 마을,(주)박수엔터테인먼트,2023,4,256.0,622.0,애니메이션,전체관람가,6.82,6.0,6.41,0,2,589,0,1,2,0
마인드케이지,(주)누리픽쳐스,2023,5,50.0,566.0,범죄,15세이상관람가,4.0,4.0,4.0,4,1,547,0,1,2,4
물안에서,"(주)영화제작전원사 ,(주)콘텐츠판다",2023,4,61.0,563.0,드라마,12세이상관람가,6.97,7.25,7.109999999999999,2,0,545,0,1,2,2
뮤지컬 더 데빌 2021,씨제이 씨지브이(CJ CGV)(주),2023,5,10.0,526.0,공연,15세이상관람가,3.5564705882352943,6.335,4.945735294117647,14,1,522,0,1,2,14
에브리씽 에브리웨어 올 앳 원스,워터홀컴퍼니(주),2022,10,620.0,515.0,액션,15세이상관람가,8.8,8.43,8.615,1,1,512,2,3,2,1
뮤지컬 더 데빌 2018,씨제이 씨지브이(CJ CGV)(주),2023,5,10.0,504.0,공연,15세이상관람가,3.5564705882352943,6.335,4.945735294117647,14,1,501,0,1,2,14
더 웨일,(주)스튜디오디에이치엘,2023,3,203.0,503.0,드라마,15세이상관람가,8.25,6.5,7.375,2,1,500,0,1,2,2
사랑하는 당신에게,(주)티캐스트,2023,5,25.0,469.0,드라마,12세이상관람가,7.59,6.0,6.795,2,0,470,0,1,2,2
제비,(주)시네마달,2023,4,28.0,432.0,드라마,15세이상관람가,7.637666666666667,5.5,6.568833333333334,2,1,435,0,1,2,2
던전 앤 드래곤: 도적들의 명예,롯데컬처웍스(주)롯데엔터테인먼트,2023,3,63.0,429.0,액션,12세이상관람가,8.22,6.67,7.445,1,0,432,0,1,2,1
세인트 세이야: 더 비기닝,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2023,5,48.0,410.0,액션,12세이상관람가,3.48,6.0,4.74,1,0,414,0,1,2,1
사랑의 고고학,(주)엣나인필름,2023,4,42.0,322.0,드라마,15세이상관람가,6.82,6.67,6.745,2,1,332,0,1,2,2
불멸의 여자,"(주)드림팩트엔터테인먼트,(주)아크메",2023,4,22.0,320.0,드라마,15세이상관람가,8.08,5.5,6.79,2,1,330,0,1,2,2
라스트 필름 쇼,"주식회사 블루필름웍스,(주)버킷스튜디오",2023,4,36.0,313.0,드라마,전체관람가,8.07,6.0,7.035,2,2,323,0,1,2,2
TAR 타르,유니버설픽쳐스인터내셔널 코리아(유),2023,2,197.0,308.0,드라마,15세이상관람가,7.81,7.38,7.595,2,1,318,3,4,2,2
스크림6,롯데컬처웍스(주)롯데엔터테인먼트,2023,5,19.0,301.0,공포(호러),청소년관람불가,6.17,5.352307692307692,5.761153846153846,5,3,308,0,1,2,5
카구야 님은 고백받고 싶어 첫 키스는 끝나지 않아,(주)디스테이션,2023,4,107.0,286.0,애니메이션,12세이상관람가,8.46,6.168611111111111,7.314305555555556,0,0,293,0,1,2,0
프로메어,(주)영화사 그램,2022,10,63.0,270.0,애니메이션,15세이상관람가,8.61,6.0,7.305,0,1,278,2,3,2,0
초대의 법칙,주식회사 풍경소리,2023,5,5.0,268.0,멜로/로맨스,청소년관람불가,6.0,5.926111111111111,5.963055555555556,3,3,276,0,1,2,3
귀를 기울이면,(주)팝엔터테인먼트,2023,4,123.0,250.0,멜로/로맨스,전체관람가,9.12,7.0,8.059999999999999,3,2,258,0,1,1,3
차별,(주)디오시네마,2023,3,24.0,250.0,다큐멘터리,전체관람가,7.59,5.33,6.46,8,2,258,0,1,1,8
장기자랑,(주)영화사 진진,2023,4,57.0,229.0,다큐멘터리,12세이상관람가,8.37,6.67,7.52,8,0,238,0,1,1,8
콜드플레이 뮤직 오브 더 스피어스: 라이브 앳 리버 플레이트,씨제이포디플렉스 주식회사,2023,4,74.0,224.0,공연,전체관람가,9.33,6.1175,7.72375,14,2,233,0,1,1,14
두다다쿵: 후후섬의 비밀,(주)넥스트엔터테인먼트월드(NEW),2023,2,514.0,220.0,애니메이션,전체관람가,8.17,6.0,7.085,0,2,228,3,4,1,0
그 아이는 귀족,(주)미디어캐슬,2023,5,5.0,204.0,드라마,12세이상관람가,8.5,6.419553571428572,7.459776785714286,2,0,212,0,1,1,2
그대 어이가리,(주)영화사 순수,2023,3,82.0,187.0,드라마,12세이상관람가,9.43,6.0,7.715,2,0,195,0,1,1,2
뮤지컬 호프,씨제이 씨지브이(CJ CGV)(주),2023,5,9.0,182.0,공연,12세이상관람가,3.5564705882352943,6.335,4.945735294117647,14,0,191,0,1,1,14
튤립 모양,(주)삼거리픽쳐스,2023,4,31.0,165.0,드라마,12세이상관람가,8.11,7.0,7.555,2,0,173,0,1,1,2
살룸의 하이에나,씨네라인월드(주),2023,4,5.0,160.0,액션,15세이상관람가,3.5,7.0,5.25,1,1,167,0,1,1,1
오토라는 남자,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2023,3,371.0,156.0,드라마,12세이상관람가,8.24,6.0,7.12,2,0,162,0,1,1,2
소울메이트,(주)넥스트엔터테인먼트월드(NEW),2023,3,749.0,154.0,드라마,12세이상관람가,7.97,6.0,6.984999999999999,2,0,160,0,1,1,2
모나리자와 블러드 문,판씨네마(주),2023,3,369.0,148.0,판타지,15세이상관람가,7.01,5.2,6.105,10,1,153,0,1,1,10
서치 2,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2023,2,868.0,131.0,미스터리,12세이상관람가,8.26,6.5,7.38,9,0,136,3,4,1,9
흐르다,M&M 인터내셔널,2023,3,43.0,121.0,드라마,12세이상관람가,0.0,7.5,3.75,2,0,126,0,1,1,2
멍뭉이,(주)키다리스튜디오,2023,3,649.0,120.0,드라마,전체관람가,8.13,5.0,6.565,2,2,125,0,1,1,2
아바타: 물의 길,월트디즈니컴퍼니코리아 유한책임회사,2022,12,63.0,108.0,액션,12세이상관람가,8.83,7.67,8.25,1,0,111,3,4,1,1
낭만적 공장,(주)영화사오원,2023,4,27.0,105.0,멜로/로맨스,15세이상관람가,7.0,4.67,5.835,3,1,108,0,1,1,3
페이퍼 스파이더스,주식회사 블루필름웍스,2023,5,7.0,102.0,드라마,15세이상관람가,8.67,6.0,7.335,2,1,105,0,1,1,2
여섯 개의 밤,㈜인디스토리,2023,3,34.0,92.0,드라마,12세이상관람가,8.09,5.75,6.92,2,0,95,0,1,1,2
캐리 러브콘서트 케이팝,씨제이 씨지브이(CJ CGV)(주),2023,4,27.0,84.0,공연,전체관람가,0.0,6.1175,3.05875,14,2,87,0,1,1,14
65,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2023,4,462.0,84.0,액션,12세이상관람가,5.59,4.0,4.795,1,0,87,0,1,1,1
이스케이프 더 보트,(주)박수엔터테인먼트,2023,5,6.0,82.0,스릴러,15세이상관람가,5.88,4.897777777777778,5.388888888888889,7,1,85,0,1,1,7
롱 플레이스,(주)스튜디오디에이치엘,2023,4,20.0,80.0,액션,15세이상관람가,5.77375,4.0,4.886875,1,1,83,0,1,1,1
카운트,(주)씨제이이엔엠,2023,2,946.0,80.0,드라마,12세이상관람가,7.777657657657658,5.33,6.553828828828829,2,0,83,3,4,1,2
꼬마돼지 베이브의 바다 대모험,(주)박수엔터테인먼트,2023,3,319.0,75.0,애니메이션,전체관람가,4.0,6.430892857142857,5.215446428571429,0,2,78,0,1,1,0
바빌론,롯데컬처웍스(주)롯데엔터테인먼트,2023,2,852.0,74.0,드라마,청소년관람불가,8.4,6.86,7.630000000000001,2,3,77,3,4,1,2
남자는 처음을 원하고 여자는 마지막을 원한다,(주)스토리제이,2023,5,6.0,64.0,멜로/로맨스,12세이상관람가,7.96,5.926111111111111,6.9430555555555555,3,0,66,0,1,1,3
2퍼센트,시네마 뉴원,2023,4,8.0,62.0,드라마,12세이상관람가,8.22,2.0,5.11,2,0,63,0,1,1,2
오늘 출가합니다,(주)트리플픽쳐스,2023,4,20.0,60.0,드라마,12세이상관람가,7.2,6.33,6.765000000000001,2,0,61,0,1,1,2
라스트 버스,주식회사 블루필름웍스,2023,2,27.0,55.0,드라마,12세이상관람가,7.92,5.0,6.46,2,0,55,3,4,1,2
엘 카미노,"씨제이 씨지브이(CJ CGV)(주),CGV ICECON",2023,3,34.0,48.0,다큐멘터리,전체관람가,8.392903225806451,6.236206896551724,7.314555061179087,8,2,48,0,1,1,8
희수,영화사 정원,2022,12,5.0,44.0,드라마,12세이상관람가,8.29,7.0,7.645,2,0,44,3,4,1,2
샷건 웨딩,"와이드 릴리즈(주),(주)제이앤씨미디어그룹",2023,3,126.0,41.0,액션,15세이상관람가,6.574032258064515,4.0,5.287016129032258,1,1,41,0,1,1,1
타임 이즈 업2,스튜디오 에이드,2023,5,19.0,37.0,멜로/로맨스,15세이상관람가,1.5,5.0,3.25,3,1,37,0,1,1,3
보이지 않아,(주)무비다이브,2023,4,29.0,27.0,드라마,12세이상관람가,8.4,5.0,6.7,2,0,27,0,1,1,2
나의 연인에게,(주)까멜리아이엔티,2023,3,27.0,22.0,드라마,15세이상관람가,6.4,6.33,6.365,2,1,22,0,1,1,2
탑,"(주)영화제작전원사 ,(주)콘텐츠판다",2022,11,57.0,22.0,드라마,15세이상관람가,7.806105263157895,8.5,8.153052631578948,2,1,22,2,3,1,2
6번 칸,"(주)싸이더스,스튜디오 에이드",2023,3,41.0,20.0,드라마,15세이상관람가,8.42,7.17,7.795,2,1,20,0,1,1,2
페르시아어 수업,(주)영화사 진진,2022,12,40.0,18.0,드라마,15세이상관람가,8.23,6.33,7.28,2,1,18,3,4,1,2
찬란한 나의 복수,영화배급협동조합 씨네소파,2023,3,59.0,15.0,드라마,15세이상관람가,8.38,5.0,6.69,2,1,14,0,1,1,2
악당들,(주)드림팩트엔터테인먼트,2023,5,5.0,14.0,범죄,청소년관람불가,6.0,5.4,5.7,4,3,13,0,1,1,4
어떤 영웅,(주)영화사 진진,2023,3,38.0,9.0,드라마,12세이상관람가,7.99,6.4,7.195,2,0,8,0,1,1,2
데우스,주식회사 루믹스미디어,2023,5,1.0,8.0,어드벤처,12세이상관람가,5.0,8.65,6.825,15,0,7,0,1,1,15
곰돌이 푸: 피와 꿀,(주)팝엔터테인먼트,2023,4,189.0,6.0,공포(호러),청소년관람불가,4.6,0.5,2.55,5,3,5,0,1,1,5
